Experiment,Threshold,Accuracy,Precision,Recall,F1,ROC-AUC
LightGBM_FE_v2_tuned_threshold,0.22999999999999993,0.9846666666666667,0.7333333333333333,0.8627450980392157,0.7927927927927928,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.23999999999999994,0.9846666666666667,0.7333333333333333,0.8627450980392157,0.7927927927927928,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.24999999999999994,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.2599999999999999,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.2699999999999999,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.2799999999999999,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.2899999999999999,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.29999999999999993,0.9853333333333333,0.7457627118644068,0.8627450980392157,0.8,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3099999999999999,0.9866666666666667,0.7719298245614035,0.8627450980392157,0.8148148148148148,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3199999999999999,0.9866666666666667,0.7719298245614035,0.8627450980392157,0.8148148148148148,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3299999999999999,0.9873333333333333,0.7857142857142857,0.8627450980392157,0.822429906542056,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.33999999999999986,0.9873333333333333,0.7857142857142857,0.8627450980392157,0.822429906542056,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.34999999999999987,0.9873333333333333,0.7857142857142857,0.8627450980392157,0.822429906542056,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3599999999999999,0.988,0.8,0.8627450980392157,0.8301886792452831,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3699999999999999,0.988,0.8,0.8627450980392157,0.8301886792452831,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.3799999999999999,0.9886666666666667,0.8148148148148148,0.8627450980392157,0.8380952380952381,0.9881189190652107
LightGBM_FE_v2_tuned_threshold,0.38999999999999985,0.9893333333333333,0.8301886792452831,0.8627450980392157,0.8461538461538461,0.9881189190652107
